ticket_id,created_at,customer_id,department,city_x,state_x,device_type,os,browser,network_type,historical_tickets,sla_hours,resolution_time_hours,title,description,image_path,image_width,image_height,priority,status,assigned_team,has_attachment,sentiment_score,num_words,num_images_x,latitude,longitude,company,segment,employees,city_y,state_y,contract_type,customer_since,vip,monthly_revenue,num_events,last_event_date,event_types,num_abertura,num_updates,num_encerramento,num_images_y,target_category
1217,2025-01-15T08:49:00,9179,Financeiro,Curitiba,RJ,Mobile,iOS,Safari,Cabo,1,48,25,O Sistema de Notas Fiscais apresenta ruído e não exportar da...,O Sistema de Notas Fiscais apresenta ruído e não exportar dados.,images/default_software.png,612,344,Baixa,Fechado,N1,0,-0.978,6,1,-32.28324,-45.183436,,,,,,,,,,0,,,0,0,0,,Software
1218,2025-01-15T09:06:00,3173,RH,São Paulo,BA,Desktop,Linux,Firefox,WiFi,2,24,35,O acesso ao portal do funcionário está bloqueado por superaq...,O acesso ao portal do funcionário está bloqueado por superaquece.,images/access_denied.png,612,408,Média,Fechado,N2,1,0.61,6,3,-23.561896,-51.666994,,,,,,,,,,0,,,0,0,0,,Acesso
1219,2025-01-15T09:23:00,6483,Operações,São Paulo,MG,Mobile,Windows,Firefox,5G,1,24,6,Problema de hardware: o mouse superaquece inesperadamente.,Problema de hardware: o mouse superaquece inesperadamente.,images/mouse.png,500,335,Alta,Aberto,N2,1,-0.974,6,2,-24.565538,-44.324552,,,,,,,,,,0,,,0,0,0,,Hardware
1220,2025-01-15T09:40:00,6588,TI,Belo Horizonte,SP,Notebook,Windows,Edge,5G,25,12,27,Problema de login: não funciona ao executar consulta.,Problema de login: não funciona ao executar consulta.,images/login.png,500,333,Crítica,Em andamento,Infra,1,-0.137,5,1,-31.395922,-47.567246,,,,,,,,,,0,,,0,0,0,,Acesso
1221,2025-01-15T09:57:00,6694,RH,Belo Horizonte,RS,Desktop,Windows,Firefox,5G,3,24,17,Falha no sistema de ponto ao tentar imprimir.,Falha no sistema de ponto ao tentar imprimir.,images/payroll.png,612,408,Crítica,Aberto,N1,0,0.112,4,0,-23.749056,-48.328255,,,,,,,,,,0,,,0,0,0,,RH
1222,2025-01-15T10:14:00,2304,TI,Campinas,RS,Desktop,Linux,Edge,WiFi,16,48,42,O sistema de ponto apresenta mensagem de erro durante imprim...,O sistema de ponto apresenta mensagem de erro durante imprimir.,images/payroll.png,612,408,Crítica,Fechado,Infra,1,-0.853,5,0,-30.970191,-45.092097,,,,,,,,,,0,,,0,0,0,,RH
1223,2025-01-15T10:31:00,6040,RH,Campinas,RS,Desktop,Android,Chrome,5G,30,8,8,A conexão de rede está apresenta erro e tela piscando.,A conexão de rede está apresenta erro e tela piscando.,images/network.png,500,342,Média,Aberto,Aplicações,1,-0.984,7,2,-24.376607,-45.584522,,,,,,,,,,0,,,0,0,0,,Rede
1224,2025-01-15T10:48:00,6435,RH,Campinas,RS,Desktop,Android,Firefox,Cabo,33,8,69,Erro no sistema de RH: não funciona ao imprimir.,Erro no sistema de RH: não funciona ao imprimir.,images/default_hr.png,612,408,Crítica,Fechado,N2,0,-0.509,5,1,-33.345095,-44.20705,,,,,,,,,,0,,,0,0,0,,RH
1225,2025-01-15T11:05:00,7920,RH,Curitiba,BA,Notebook,Windows,Safari,4G,20,48,29,O usuário relata tela azul ao tentar acessar sistema de RH.,O usuário relata tela azul ao tentar acessar sistema de RH.,images/default_access.png,191,165,Alta,Fechado,Infra,1,0.662,6,3,-30.15152,-52.314441,,,,,,,,,,0,,,0,0,0,,Acesso
1226,2025-01-15T11:22:00,2329,RH,Santos,MG,Mobile,Android,Firefox,5G,17,48,59,Falha no sistema de recrutamento ao tentar imprimir.,Falha no sistema de recrutamento ao tentar imprimir.,images/recruitment.png,500,333,Média,Fechado,N1,1,0.941,6,3,-26.345444,-43.370674,,,,,,,,,,0,,,0,0,0,,RH
1227,2025-01-15T11:39:00,6295,TI,São Paulo,RS,Mobile,iOS,Safari,4G,21,8,35,O acesso ao sistema de ponto está bloqueado por apresenta er...,O acesso ao sistema de ponto está bloqueado por apresenta erro.,images/access_denied.png,612,408,Crítica,Em andamento,N1,1,0.557,6,3,-30.413582,-51.995236,,,,,,,,,,0,,,0,0,0,,Acesso
1228,2025-01-15T11:56:00,4892,TI,São Paulo,RS,Desktop,Android,Firefox,WiFi,7,24,25,O usuário não consegue executar consulta devido a não funcio...,O usuário não consegue executar consulta devido a não funciona.,images/finance_report.png,738,414,Crítica,Fechado,Infra,1,0.304,5,1,-31.919184,-50.32026,,,,,,,,,,0,,,0,0,0,,Acesso
1229,2025-01-15T12:13:00,9871,Operações,Santos,BA,Mobile,Linux,Safari,5G,26,48,7,Falha no sistema financeiro: apresenta erro ao fazer login.,Falha no sistema financeiro: apresenta erro ao fazer login.,images/login.png,500,333,Alta,Fechado,N1,0,0.609,6,0,-30.806922,-45.243025,,,,,,,,,,0,,,0,0,0,,Financeiro
1230,2025-01-15T12:30:00,2179,Financeiro,Campinas,PR,Mobile,Linux,Edge,5G,25,24,14,Problema de conectividade: congela durante salvar arquivo.,Problema de conectividade: congela durante salvar arquivo.,images/default_network.png,500,333,Baixa,Em andamento,Infra,1,0.762,3,2,-31.128972,-51.573013,,,,,,,,,,0,,,0,0,0,,Rede
1231,2025-01-15T12:47:00,8938,Financeiro,Curitiba,BA,Mobile,Linux,Safari,Cabo,3,12,27,Problema de hardware: o monitor fica lento inesperadamente.,Problema de hardware: o monitor fica lento inesperadamente.,images/monitor.png,500,394,Crítica,Fechado,N1,0,0.199,5,1,-26.054489,-44.971985,,,,,,,,,,0,,,0,0,0,,Hardware
1232,2025-01-15T13:04:00,3515,Financeiro,São Paulo,RJ,Desktop,Android,Edge,Cabo,35,8,3,O usuário relata tela preta ao tentar acessar sistema de RH.,O usuário relata tela preta ao tentar acessar sistema de RH.,images/default_access.png,191,165,Crítica,Em andamento,Infra,0,-0.821,6,1,-29.589577,-48.973829,,,,,,,,,,0,,,0,0,0,,Acesso
1233,2025-01-15T13:21:00,7515,RH,Belo Horizonte,MG,Notebook,iOS,Chrome,5G,35,48,3,Erro no ERP durante salvar arquivo.,Erro no ERP durante salvar arquivo.,images/sap_erp.png,612,344,Alta,Aberto,N1,0,-0.088,3,2,-29.763454,-51.58355,,,,,,,,,,0,,,0,0,0,,Financeiro
1234,2025-01-15T13:38:00,6026,Operações,Santos,RJ,Mobile,Windows,Safari,4G,39,48,23,Falha de rede: mensagem de erro ao tentar fazer login.,Falha de rede: mensagem de erro ao tentar fazer login.,images/network.png,500,342,Baixa,Fechado,Aplicações,1,-0.12,5,3,-29.979496,-45.376694,,,,,,,,,,0,,,0,0,0,,Rede
1235,2025-01-15T13:55:00,6925,Financeiro,Santos,BA,Mobile,Android,Firefox,4G,14,24,69,O usuário não consegue executar consulta devido a congela.,O usuário não consegue executar consulta devido a congela.,images/finance_report.png,738,414,Baixa,Aberto,Infra,1,0.601,7,1,-23.436831,-45.913353,,,,,,,,,,0,,,0,0,0,,Acesso
1236,2025-01-15T14:12:00,8976,RH,Campinas,MG,Desktop,Android,Firefox,4G,37,24,60,O módulo financeiro fica lento ao gerar relatório.,O módulo financeiro fica lento ao gerar relatório.,images/finance_report.png,738,414,Baixa,Fechado,N1,0,-0.754,5,2,-26.786406,-48.522798,,,,,,,,,,0,,,0,0,0,,Financeiro
1237,2025-01-15T14:29:00,4938,TI,Santos,BA,Mobile,iOS,Firefox,Cabo,22,12,60,A conexão de rede está apresenta erro e perda de dados.,A conexão de rede está apresenta erro e perda de dados.,images/network.png,500,342,Alta,Em andamento,N1,0,-0.315,3,3,-30.431675,-49.204272,,,,,,,,,,0,,,0,0,0,,Rede
1238,2025-01-15T14:46:00,8661,Operações,Belo Horizonte,BA,Notebook,Linux,Firefox,Cabo,34,12,48,O portal do funcionário apresenta tela preta durante exporta...,O portal do funcionário apresenta tela preta durante exportar dados.,images/hr_portal.png,323,619,Alta,Fechado,Infra,1,0.494,6,2,-24.721778,-49.514959,,,,,,,,,,0,,,0,0,0,,RH
1239,2025-01-15T15:03:00,7593,TI,Campinas,RS,Notebook,Windows,Firefox,5G,10,8,28,Erro no sistema de RH: congela ao enviar email.,Erro no sistema de RH: congela ao enviar email.,images/email.png,500,333,Crítica,Aberto,Infra,0,-0.07,6,2,-29.435126,-47.23026,,,,,,,,,,0,,,0,0,0,,RH
1240,2025-01-15T15:20:00,5169,RH,Belo Horizonte,PR,Mobile,Linux,Edge,WiFi,35,12,41,O sistema de recrutamento apresenta perda de dados durante s...,O sistema de recrutamento apresenta perda de dados durante salvar arquivo.,images/recruitment.png,500,333,Baixa,Fechado,N2,1,0.878,4,2,-26.018657,-49.116023,,,,,,,,,,0,,,0,0,0,,RH
1241,2025-01-15T15:37:00,4128,RH,São Paulo,SP,Desktop,iOS,Edge,WiFi,2,4,57,Problema de login: congela ao imprimir.,Problema de login: congela ao imprimir.,images/login.png,500,333,Baixa,Em andamento,Infra,0,-0.022,6,3,-26.162053,-51.33683,,,,,,,,,,0,,,0,0,0,,Acesso
1242,2025-01-15T15:54:00,7518,Operações,São Paulo,BA,Notebook,Linux,Safari,5G,25,8,46,Falha de rede: mensagem de erro ao tentar executar consulta.,Falha de rede: mensagem de erro ao tentar executar consulta.,images/network.png,500,342,Baixa,Em andamento,N2,1,0.758,6,2,-26.134782,-47.215971,,,,,,,,,,0,,,0,0,0,,Rede
1243,2025-01-15T16:11:00,8445,Operações,Campinas,RS,Mobile,Linux,Edge,WiFi,13,8,45,O usuário relata sem resposta ao tentar acessar portal do fu...,O usuário relata sem resposta ao tentar acessar portal do funcionário.,images/hr_portal.png,323,619,Baixa,Fechado,N1,0,-0.456,7,0,-27.220749,-44.083322,,,,,,,,,,0,,,0,0,0,,Acesso
1244,2025-01-15T16:28:00,6075,Operações,Curitiba,PR,Mobile,Linux,Edge,5G,36,24,57,O aplicativo FTP fecha inesperadamente quando abrir document...,O aplicativo FTP fecha inesperadamente quando abrir documento.,images/browser.png,500,333,Crítica,Fechado,N1,0,0.407,5,0,-26.560295,-44.049687,,,,,,,,,,0,,,0,0,0,,Software
1245,2025-01-15T16:45:00,6976,Operações,Curitiba,SP,Mobile,Linux,Edge,Cabo,26,8,61,"Rede instável, não funciona ao acessar aplicação web.","Rede instável, não funciona ao acessar aplicação web.",images/network.png,500,342,Crítica,Aberto,Aplicações,1,0.878,3,0,-32.835779,-51.850068,,,,,,,,,,0,,,0,0,0,,Rede
1246,2025-01-15T17:02:00,2237,Financeiro,Campinas,MG,Desktop,iOS,Chrome,WiFi,37,24,70,Erro de compilação no Email durante a gerar relatório.,Erro de compilação no Email durante a gerar relatório.,images/email.png,500,333,Média,Fechado,Infra,1,0.953,6,2,-28.878596,-50.485351,,,,,,,,,,0,,,0,0,0,,Software
1247,2025-01-15T17:19:00,4518,Operações,Santos,BA,Notebook,Android,Edge,WiFi,7,48,13,O acesso ao sistema de ponto está bloqueado por reinicia soz...,O acesso ao sistema de ponto está bloqueado por reinicia sozinho.,images/access_denied.png,612,408,Alta,Aberto,Aplicações,1,-0.625,5,0,-26.310071,-51.670594,,,,,,,,,,0,,,0,0,0,,Acesso
1248,2025-01-15T17:36:00,4545,RH,Curitiba,RS,Notebook,Windows,Edge,5G,5,12,49,O módulo financeiro fica lento ao abrir documento.,O módulo financeiro fica lento ao abrir documento.,images/finance_report.png,738,414,Baixa,Aberto,N1,1,0.324,3,1,-31.638244,-49.895932,,,,,,,,,,0,,,0,0,0,,Financeiro
1249,2025-01-15T17:53:00,4024,RH,Campinas,RS,Desktop,iOS,Chrome,Cabo,0,48,62,Falha crítica no placa de vídeo: apresenta erro com tela pre...,Falha crítica no placa de vídeo: apresenta erro com tela preta.,images/motherboard.png,612,408,Baixa,Em andamento,Aplicações,0,0.465,7,0,-22.993908,-46.552138,,,,,,,,,,0,,,0,0,0,,Hardware
1250,2025-01-15T18:10:00,9904,Operações,Curitiba,PR,Desktop,Android,Chrome,5G,26,24,9,Falha de autenticação ao tentar gerar relatório.,Falha de autenticação ao tentar gerar relatório.,images/login.png,500,333,Baixa,Aberto,Aplicações,0,-0.916,4,3,-27.686036,-46.59797,,,,,,,,,,0,,,0,0,0,,Acesso
1251,2025-01-15T18:27:00,4643,TI,Campinas,BA,Desktop,iOS,Edge,4G,25,12,55,Erro no Sistema de tesouraria durante fazer login.,Erro no Sistema de tesouraria durante fazer login.,images/login.png,500,333,Crítica,Aberto,N1,1,-0.926,6,1,-27.159435,-52.897712,,,,,,,,,,0,,,0,0,0,,Financeiro
1252,2025-01-15T18:44:00,8971,TI,Campinas,MG,Desktop,Android,Chrome,5G,3,4,71,Falha no sistema financeiro: congela ao abrir documento.,Falha no sistema financeiro: congela ao abrir documento.,images/finance_report.png,738,414,Baixa,Fechado,N1,0,-0.206,5,1,-27.482609,-48.500986,,,,,,,,,,0,,,0,0,0,,Financeiro
1253,2025-01-15T19:01:00,3869,TI,Santos,RJ,Desktop,Linux,Safari,Cabo,21,8,52,O acesso ao sistema de ponto está bloqueado por emite beep.,O acesso ao sistema de ponto está bloqueado por emite beep.,images/access_denied.png,612,408,Alta,Aberto,N1,1,0.143,7,0,-27.800608,-48.050564,,,,,,,,,,0,,,0,0,0,,Acesso
1254,2025-01-15T19:18:00,3319,Operações,Campinas,MG,Mobile,Linux,Edge,Cabo,39,4,1,O acesso à banco de dados falha com fica lento.,O acesso à banco de dados falha com fica lento.,images/server.png,500,333,Baixa,Em andamento,N2,1,0.703,6,3,-30.404667,-44.009065,,,,,,,,,,0,,,0,0,0,,Rede
1255,2025-01-15T19:35:00,6655,TI,São Paulo,RJ,Mobile,Windows,Edge,WiFi,5,8,70,Erro no SAP durante salvar arquivo.,Erro no SAP durante salvar arquivo.,images/sap_erp.png,612,344,Média,Aberto,Infra,1,0.026,5,3,-27.627751,-52.981849,,,,,,,,,,0,,,0,0,0,,Financeiro
1256,2025-01-15T19:52:00,2637,RH,Curitiba,SP,Notebook,Windows,Firefox,WiFi,22,24,65,A conexão de rede está não liga e ruído.,A conexão de rede está não liga e ruído.,images/network.png,500,342,Crítica,Fechado,Infra,0,-0.741,3,3,-33.747541,-52.177096,,,,,,,,,,0,,,0,0,0,,Rede
1257,2025-01-15T20:09:00,6255,Operações,Campinas,PR,Notebook,Android,Chrome,5G,25,24,60,Falha de rede: perda de dados ao tentar abrir documento.,Falha de rede: perda de dados ao tentar abrir documento.,images/network.png,500,342,Média,Aberto,Aplicações,1,-0.551,5,2,-23.535009,-46.605055,,,,,,,,,,0,,,0,0,0,,Rede
1258,2025-01-15T20:26:00,2311,RH,Campinas,SP,Desktop,Linux,Firefox,4G,37,24,58,O portal do funcionário não está fica lento para fazer login...,O portal do funcionário não está fica lento para fazer login.,images/login.png,500,333,Média,Em andamento,Infra,0,0.559,4,2,-27.882988,-44.22064,,,,,,,,,,0,,,0,0,0,,RH
1259,2025-01-15T20:43:00,8189,Operações,São Paulo,RS,Desktop,Android,Safari,WiFi,21,12,21,O ERP exibe tela preta ao gerar relatório.,O ERP exibe tela preta ao gerar relatório.,images/sap_erp.png,612,344,Alta,Em andamento,Infra,1,0.605,7,3,-24.731689,-52.058657,,,,,,,,,,0,,,0,0,0,,Financeiro
1260,2025-01-15T21:00:00,7425,Financeiro,Curitiba,MG,Notebook,Android,Safari,4G,29,8,66,O usuário relata tela piscando ao tentar acessar sistema de ...,O usuário relata tela piscando ao tentar acessar sistema de ponto.,images/payroll.png,612,408,Crítica,Aberto,Aplicações,0,-0.408,7,2,-30.874842,-43.309092,,,,,,,,,,0,,,0,0,0,,Acesso
1261,2025-01-15T21:17:00,9314,Financeiro,Curitiba,RS,Notebook,iOS,Chrome,5G,24,48,24,O aplicativo Sistema de RH fecha inesperadamente quando abri...,O aplicativo Sistema de RH fecha inesperadamente quando abrir documento.,images/default_software.png,612,344,Baixa,Aberto,N2,1,0.564,7,3,-33.431907,-45.501456,,,,,,,,,,0,,,0,0,0,,Software
1262,2025-01-15T21:34:00,8193,Financeiro,Curitiba,SP,Mobile,Linux,Safari,Cabo,24,8,64,O usuário não consegue importar dados devido a não liga.,O usuário não consegue importar dados devido a não liga.,images/default_access.png,191,165,Crítica,Fechado,Aplicações,0,0.34,4,0,-33.198602,-48.765732,,,,,,,,,,0,,,0,0,0,,Acesso
1263,2025-01-15T21:51:00,3130,RH,Campinas,RJ,Mobile,Windows,Safari,Cabo,18,8,21,O acesso à aplicação web falha com não funciona.,O acesso à aplicação web falha com não funciona.,images/default_network.png,500,333,Baixa,Fechado,N2,0,0.576,3,1,-27.07707,-43.902169,,,,,,,,,,0,,,0,0,0,,Rede
1264,2025-01-15T22:08:00,1369,RH,São Paulo,PR,Mobile,Android,Firefox,WiFi,25,48,45,O acesso à aplicação web falha com não liga.,O acesso à aplicação web falha com não liga.,images/default_network.png,500,333,Crítica,Em andamento,Aplicações,1,-0.354,5,1,-27.273236,-52.205595,,,,,,,,,,0,,,0,0,0,,Rede
1265,2025-01-15T22:25:00,1795,TI,Curitiba,MG,Notebook,Android,Edge,5G,21,8,14,O CRM apresenta tela piscando e não fazer login.,O CRM apresenta tela piscando e não fazer login.,images/browser.png,500,333,Crítica,Em andamento,N2,1,-0.3,6,2,-23.940794,-47.858868,,,,,,,,,,0,,,0,0,0,,Software
1266,2025-01-15T22:42:00,8275,RH,Santos,RJ,Notebook,Android,Chrome,5G,35,24,71,A conexão de rede está congela e tela azul.,A conexão de rede está congela e tela azul.,images/network.png,500,342,Média,Aberto,N2,0,-0.543,7,1,-31.960257,-50.633846,,,,,,,,,,0,,,0,0,0,,Rede
1267,2025-01-15T22:59:00,2524,Financeiro,Belo Horizonte,PR,Notebook,Linux,Firefox,5G,36,48,62,Falha de autenticação ao tentar abrir documento.,Falha de autenticação ao tentar abrir documento.,images/login.png,500,333,Baixa,Aberto,N1,1,0.603,6,2,-27.615515,-45.207685,,,,,,,,,,0,,,0,0,0,,Acesso
1268,2025-01-15T23:16:00,8764,RH,Santos,MG,Desktop,iOS,Chrome,Cabo,12,8,70,O módulo financeiro falha ao importar dados.,O módulo financeiro falha ao importar dados.,images/finance_report.png,738,414,Baixa,Aberto,N1,1,-0.843,6,0,-31.851108,-48.272085,,,,,,,,,,0,,,0,0,0,,Financeiro
1269,2025-01-15T23:33:00,3458,TI,Campinas,BA,Desktop,Windows,Chrome,5G,23,12,47,O sistema de ponto apresenta mensagem de erro durante salvar...,O sistema de ponto apresenta mensagem de erro durante salvar arquivo.,images/payroll.png,612,408,Baixa,Em andamento,Infra,1,0.239,6,0,-33.194465,-44.308345,,,,,,,,,,0,,,0,0,0,,RH
1270,2025-01-15T23:50:00,8642,Financeiro,São Paulo,SP,Notebook,Linux,Safari,5G,16,12,22,O usuário relata tela azul ao tentar acessar sistema de folh...,O usuário relata tela azul ao tentar acessar sistema de folha.,images/payroll.png,612,408,Média,Fechado,Aplicações,0,-0.037,5,2,-30.613334,-47.725756,,,,,,,,,,0,,,0,0,0,,Acesso
1271,2025-01-16T00:07:00,7102,RH,Campinas,RJ,Mobile,Linux,Safari,WiFi,27,4,12,O aplicativo CRM fecha inesperadamente quando importar dados...,O aplicativo CRM fecha inesperadamente quando importar dados.,images/browser.png,500,333,Baixa,Em andamento,N2,0,-0.731,3,3,-32.977297,-45.758887,,,,,,,,,,0,,,0,0,0,,Software
1272,2025-01-16T00:24:00,8541,TI,São Paulo,MG,Desktop,Windows,Safari,5G,38,24,17,Erro no ERP durante fazer login.,Erro no ERP durante fazer login.,images/sap_erp.png,612,344,Baixa,Em andamento,N1,0,-0.908,6,1,-27.808175,-45.963382,,,,,,,,,,0,,,0,0,0,,Financeiro
1273,2025-01-16T00:41:00,3447,RH,São Paulo,MG,Mobile,Linux,Safari,4G,32,8,14,Erro de sintaxe no FTP durante a exportar dados.,Erro de sintaxe no FTP durante a exportar dados.,images/browser.png,500,333,Média,Em andamento,N1,0,-0.141,6,1,-25.057412,-46.705348,,,,,,,,,,0,,,0,0,0,,Software
1274,2025-01-16T00:58:00,1317,RH,Santos,PR,Notebook,Windows,Edge,Cabo,19,48,60,"Rede instável, fica lento ao acessar servidor de arquivos.","Rede instável, fica lento ao acessar servidor de arquivos.",images/network.png,500,342,Média,Aberto,Aplicações,0,-0.308,6,0,-28.163267,-47.700405,,,,,,,,,,0,,,0,0,0,,Rede
1275,2025-01-16T01:15:00,8697,RH,Campinas,BA,Notebook,iOS,Safari,Cabo,16,12,25,Erro de permissão no Sistema ERP durante a abrir documento.,Erro de permissão no Sistema ERP durante a abrir documento.,images/sap_erp.png,612,344,Alta,Fechado,Infra,1,0.245,6,3,-28.144077,-51.46857,,,,,,,,,,0,,,0,0,0,,Software
1276,2025-01-16T01:32:00,2807,Financeiro,Curitiba,BA,Notebook,Linux,Chrome,Cabo,39,48,7,A conexão de rede está reinicia sozinho e sem resposta.,A conexão de rede está reinicia sozinho e sem resposta.,images/network.png,500,342,Crítica,Fechado,N1,1,-0.749,5,3,-27.465112,-48.954259,,,,,,,,,,0,,,0,0,0,,Rede
1277,2025-01-16T01:49:00,1816,Financeiro,São Paulo,RS,Desktop,iOS,Edge,5G,14,24,54,Falha no sistema de folha ao tentar executar consulta.,Falha no sistema de folha ao tentar executar consulta.,images/payroll.png,612,408,Baixa,Aberto,Aplicações,1,0.389,7,1,-32.427791,-50.509179,,,,,,,,,,0,,,0,0,0,,RH
1278,2025-01-16T02:06:00,7759,Operações,São Paulo,RS,Desktop,Android,Chrome,WiFi,21,8,60,Problema de hardware: o memória fica lento inesperadamente.,Problema de hardware: o memória fica lento inesperadamente.,images/default_hardware.png,612,407,Média,Fechado,N1,1,-0.631,6,1,-29.483579,-44.076718,,,,,,,,,,0,,,0,0,0,,Hardware
1279,2025-01-16T02:23:00,7899,TI,São Paulo,BA,Desktop,Android,Firefox,Cabo,13,12,68,O usuário relata cheiro de queimado ao tentar acessar sistem...,O usuário relata cheiro de queimado ao tentar acessar sistema de folha.,images/payroll.png,612,408,Alta,Em andamento,N2,0,0.15,5,1,-24.708701,-43.568011,,,,,,,,,,0,,,0,0,0,,Acesso
1280,2025-01-16T02:40:00,7806,RH,Curitiba,SP,Notebook,Linux,Chrome,Cabo,10,24,21,Erro no ERP durante salvar arquivo.,Erro no ERP durante salvar arquivo.,images/sap_erp.png,612,344,Crítica,Fechado,N2,1,-0.351,6,0,-25.955238,-51.68183,,,,,,,,,,0,,,0,0,0,,Financeiro
1281,2025-01-16T02:57:00,1910,RH,Santos,PR,Notebook,Windows,Edge,4G,9,24,65,O módulo financeiro não funciona ao imprimir.,O módulo financeiro não funciona ao imprimir.,images/finance_report.png,738,414,Baixa,Fechado,Infra,1,-0.48,7,0,-26.013055,-50.287012,,,,,,,,,,0,,,0,0,0,,Financeiro
1282,2025-01-16T03:14:00,9072,Operações,São Paulo,BA,Notebook,iOS,Edge,4G,36,8,26,O monitor não responde e exibe mensagem de erro.,O monitor não responde e exibe mensagem de erro.,images/monitor.png,500,394,Crítica,Fechado,Aplicações,0,-0.446,3,1,-25.741175,-46.448499,,,,,,,,,,0,,,0,0,0,,Hardware
1283,2025-01-16T03:31:00,3859,RH,Belo Horizonte,BA,Desktop,Android,Safari,Cabo,15,48,13,Falha no sistema de folha ao tentar enviar email.,Falha no sistema de folha ao tentar enviar email.,images/email.png,500,333,Alta,Aberto,Aplicações,0,-0.446,6,1,-26.943123,-44.801253,,,,,,,,,,0,,,0,0,0,,RH
1284,2025-01-16T03:48:00,4768,RH,Santos,SP,Desktop,Linux,Edge,5G,16,4,69,Falha crítica no monitor: fica lento com tela azul.,Falha crítica no monitor: fica lento com tela azul.,images/monitor.png,500,394,Média,Fechado,Aplicações,0,-0.89,3,1,-30.019436,-49.890453,,,,,,,,,,0,,,0,0,0,,Hardware
1285,2025-01-16T04:05:00,3056,Operações,Campinas,MG,Desktop,Windows,Safari,WiFi,23,12,42,Falha de autenticação ao tentar abrir documento.,Falha de autenticação ao tentar abrir documento.,images/login.png,500,333,Baixa,Fechado,Infra,0,-0.453,6,1,-24.040565,-45.003585,,,,,,,,,,0,,,0,0,0,,Acesso
1286,2025-01-16T04:22:00,6006,TI,São Paulo,RS,Mobile,Linux,Edge,4G,5,8,42,O acesso à VPN falha com superaquece.,O acesso à VPN falha com superaquece.,images/vpn.png,500,333,Crítica,Em andamento,N1,0,0.689,5,2,-23.952737,-49.641964,,,,,,,,,,0,,,0,0,0,,Rede
1287,2025-01-16T04:39:00,5160,TI,Belo Horizonte,BA,Notebook,Windows,Edge,5G,20,12,64,Falha no sistema de folha ao tentar fazer login.,Falha no sistema de folha ao tentar fazer login.,images/login.png,500,333,Alta,Em andamento,N2,0,0.918,3,1,-23.110789,-49.045162,,,,,,,,,,0,,,0,0,0,,RH
1288,2025-01-16T04:56:00,7725,Operações,São Paulo,BA,Mobile,Android,Safari,Cabo,20,8,2,Problema de login: superaquece ao importar dados.,Problema de login: superaquece ao importar dados.,images/login.png,500,333,Baixa,Em andamento,N1,1,-0.917,7,1,-33.203389,-47.089577,,,,,,,,,,0,,,0,0,0,,Acesso
1289,2025-01-16T05:13:00,7881,RH,Curitiba,SP,Notebook,Linux,Firefox,5G,1,48,6,O Módulo de notas fiscais exibe tela preta ao gerar relatóri...,O Módulo de notas fiscais exibe tela preta ao gerar relatório.,images/finance_report.png,738,414,Alta,Aberto,N1,1,0.531,5,3,-25.813198,-44.689167,,,,,,,,,,0,,,0,0,0,,Financeiro
1290,2025-01-16T05:30:00,8955,TI,Belo Horizonte,RS,Desktop,Windows,Edge,5G,7,24,32,O módulo financeiro reinicia sozinho ao salvar arquivo.,O módulo financeiro reinicia sozinho ao salvar arquivo.,images/finance_report.png,738,414,Média,Fechado,Aplicações,1,-0.823,3,2,-23.634698,-43.883459,,,,,,,,,,0,,,0,0,0,,Financeiro
1291,2025-01-16T05:47:00,7255,Financeiro,Curitiba,RS,Mobile,Linux,Safari,5G,11,48,5,Problema de conectividade: apresenta erro durante exportar d...,Problema de conectividade: apresenta erro durante exportar dados.,images/default_network.png,500,333,Baixa,Aberto,Aplicações,0,0.648,7,0,-26.461798,-43.757968,,,,,,,,,,0,,,0,0,0,,Rede
1292,2025-01-16T06:04:00,4164,RH,Campinas,MG,Notebook,Android,Chrome,5G,33,8,4,O usuário relata cheiro de queimado ao tentar acessar sistem...,O usuário relata cheiro de queimado ao tentar acessar sistema de folha.,images/payroll.png,612,408,Média,Em andamento,Aplicações,1,-0.794,5,2,-30.021194,-50.287849,,,,,,,,,,0,,,0,0,0,,Acesso
1293,2025-01-16T06:21:00,2301,Financeiro,Curitiba,PR,Notebook,Windows,Safari,5G,33,48,54,O usuário não consegue fazer login devido a não liga.,O usuário não consegue fazer login devido a não liga.,images/login.png,500,333,Crítica,Aberto,Infra,1,0.786,3,0,-29.167646,-49.592198,,,,,,,,,,0,,,0,0,0,,Acesso
1294,2025-01-16T06:38:00,7589,Operações,Santos,RJ,Desktop,Windows,Safari,Cabo,37,8,3,O acesso à banco de dados falha com congela.,O acesso à banco de dados falha com congela.,images/server.png,500,333,Alta,Em andamento,Infra,1,-0.337,7,1,-31.181532,-48.449718,,,,,,,,,,0,,,0,0,0,,Rede
1295,2025-01-16T06:55:00,1301,Operações,São Paulo,PR,Notebook,iOS,Chrome,Cabo,26,4,48,Falha de autenticação ao tentar executar consulta.,Falha de autenticação ao tentar executar consulta.,images/login.png,500,333,Média,Fechado,N2,0,0.704,4,1,-30.937429,-52.529987,,,,,,,,,,0,,,0,0,0,,Acesso
